TEO-FM-Var,TEO-Auto-Env,TEO-CB-Auto-Env,filename
5.677403344630982e-09,1.179991023508348e-06,"[2.3989203534862355e-08, 1.591397858464531e-07, 3.814697371031459e-08]",YAF_came_ps.wav
3.867032650743785e-09,8.059126273630849e-07,"[2.426427565301192e-08, 1.776227542526739e-07, 1.444278242075464e-09]",OAF_chalk_angry.wav
5.162255546268264e-09,2.189907764388475e-08,"[6.396628114877024e-10, 2.6935765427011644e-10, 3.1102473416490785e-10]",YAF_dime_neutral.wav
8.959930284572509e-09,1.4748160183803413e-05,"[1.6667277544760398e-08, 1.0898246740059891e-07, 6.750214152463845e-07]",YAF_should_fear.wav
6.8143561154510175e-09,5.7384532781496924e-05,"[1.5832543932457986e-07, 4.800484097029814e-06, 6.772123640951842e-06]",YAF_team_happy.wav
2.5450201891797323e-09,4.967557749252433e-10,"[3.778972844710705e-11, 9.111861154132487e-12, 9.517014964461889e-13]",OAF_doll_neutral.wav
2.684737892421011e-09,4.9128084158841205e-08,"[2.5719714167896533e-10, 9.364478405693988e-10, 9.595754822075696e-11]",OAF_thin_fear.wav
4.617625312694914e-09,2.913582627105719e-07,"[2.0980164611254864e-08, 3.4204274791249046e-08, 1.8884062156315287e-10]",OAF_fit_angry.wav
2.7560899254826145e-09,1.0632826292121728e-07,"[1.2185641336320468e-09, 3.001556770565903e-09, 9.885512922784344e-11]",OAF_lose_fear.wav
4.272719321690705e-09,5.353365270078545e-08,"[1.4764237833262043e-09, 6.501432633560603e-09, 4.5448962997539485e-11]",OAF_size_ps.wav
9.205885275565832e-09,7.070037788987329e-07,"[8.164078721737861e-09, 1.2406889323772303e-07, 3.2556308988366773e-09]",YAF_bar_neutral.wav
2.637742089955654e-09,5.462749476355019e-09,"[1.5659271757111309e-10, 1.5289255017209502e-10, 4.098464958648699e-12]",OAF_haze_happy.wav
2.3300026068281245e-09,4.80117541128197e-08,"[2.754054133585859e-09, 4.993889197640214e-10, 1.3508776661948912e-11]",OAF_pole_fear.wav
2.7492611964796873e-09,6.768005222036472e-08,"[3.17830062743763e-10, 2.4365487796700548e-09, 3.5969354648418685e-09]",OAF_kick_fear.wav
8.493392991123252e-09,1.796041846825846e-05,"[2.0969018279318721e-07, 2.2363700091528977e-06, 6.465973857390816e-07]",YAF_jar_happy.wav
7.655596957233574e-09,8.738668609280686e-05,"[2.4406449650300155e-07, 3.2671387269870565e-06, 2.3596426037214123e-06]",YAF_white_happy.wav
4.493257649472165e-09,7.631456015932684e-09,"[3.1085118306612837e-10, 6.319732952560532e-11, 1.6854437649308774e-11]",YAF_love_neutral.wav
2.4843345435244017e-09,1.6782970930735988e-08,"[9.972387642008633e-11, 1.5964078731864229e-09, 3.639152533819305e-12]",OAF_nag_fear.wav
8.510557432709422e-09,1.2341113464122378e-06,"[6.308488297479738e-09, 5.520988511250024e-08, 8.200962214290719e-08]",YAF_rot_neutral.wav
2.948558979349461e-09,1.0711205655796328e-07,"[1.0727274991388255e-08, 1.595714362070966e-09, 6.643024837953156e-11]",OAF_lose_ps.wav
2.997132034959126e-09,1.0271309461911255e-09,"[3.281271572305128e-11, 9.651571738466183e-12, 2.192096303125437e-11]",OAF_check_sad.wav
4.6761939543299445e-09,2.094734486612677e-06,"[1.655525489370106e-08, 4.830042084107331e-07, 6.349954492395506e-08]",YAF_rag_ps.wav
9.30488231043575e-09,0.00015898405278279778,"[6.370665646979878e-09, 3.3954472128102807e-07, 3.2888299675877566e-05]",YAF_mouse_angry.wav
2.44802365099234e-09,1.8832228211332215e-09,"[1.4780854723954685e-10, 1.6374473001559046e-11, 4.0424246756799093e-13]",OAF_bite_sad.wav
4.121525970797595e-09,1.9149553700825857e-07,"[2.0002376506277848e-09, 1.3348453918989713e-09, 8.847457881279101e-10]",YAF_pad_sad.wav
3.805795265405296e-09,3.1842640566833935e-09,"[4.1963256638967156e-11, 1.8115848701224306e-12, 9.766481019604988e-11]",YAF_bean_neutral.wav
2.8593573687460467e-09,2.2109024355465998e-09,"[1.7008335186300335e-10, 4.8640684439108033e-11, 1.6374715853504403e-11]",OAF_chat_sad.wav
3.7970456451562046e-09,1.239643889234826e-07,"[1.1942155842101967e-09, 3.2371507833578886e-08, 1.8234924167993049e-10]",OAF_pike_ps.wav
3.502899449306006e-09,4.88286444790335e-08,"[1.148456701160828e-09, 1.0105104850273826e-08, 3.791438385226018e-11]",OAF_pass_disgust.wav
2.9230015746483598e-09,6.213809111468115e-08,"[2.0532868476137497e-09, 3.047231923393309e-09, 4.1749033218799105e-10]",OAF_thin_ps.wav
2.9330435571767004e-09,8.336007872236993e-10,"[4.406849214761946e-11, 3.29204171438025e-11, 3.9019807378396165e-12]",OAF_juice_neutral.wav
2.532942921514234e-09,3.713736024240889e-08,"[1.3875444277797143e-09, 7.013005481596535e-10, 1.104844270237439e-11]",OAF_met_fear.wav
4.403523050391661e-09,7.732576134785604e-07,"[2.443722951819016e-08, 2.0256148911711708e-09, 2.0016793736627263e-09]",YAF_kite_sad.wav
1.0008202490083714e-08,5.248298646560685e-07,"[3.8510338181300677e-10, 6.897432442732125e-09, 6.03879318347228e-08]",YAF_ditch_disgust.wav
4.539855429349096e-09,4.0704166769196137e-07,"[3.1129543839995508e-09, 2.0301590743127975e-10, 8.124298611020397e-10]",YAF_yes_sad.wav
2.1135533439077137e-09,8.456112569644568e-09,"[2.1568493697045148e-10, 2.202703963759615e-10, 7.398244364882756e-12]",OAF_read_happy.wav
7.724806113659003e-09,8.219197612776758e-05,"[7.880441380556287e-08, 3.9450686834965104e-07, 1.946555775115148e-05]",YAF_whip_angry.wav
2.303229969502888e-09,1.6287900169317454e-07,"[2.1893666471030737e-09, 3.891849463744587e-09, 4.696845827703857e-10]",OAF_dip_fear.wav
3.448875786547938e-09,3.523343458203055e-08,"[3.0843747049523455e-10, 1.2430836288357914e-08, 2.3916295419296344e-11]",OAF_hash_fear.wav
5.7344148562324355e-09,5.557315988620393e-06,"[1.1338834073553665e-07, 4.3135363819680633e-07, 1.363148657544046e-07]",YAF_fail_fear.wav
2.657603657047206e-09,9.992049261405466e-08,"[7.734932329460816e-10, 3.8131851493241805e-09, 8.315796086176746e-12]",OAF_mood_fear.wav
4.674361130824878e-09,1.9359107348992487e-07,"[1.8883854819693e-09, 4.3869435415229913e-10, 4.52210440313411e-09]",YAF_pike_sad.wav
2.670430457895245e-09,2.610784604597572e-07,"[3.3245981949722566e-09, 5.00086041335009e-08, 6.792692229186835e-11]",OAF_bath_fear.wav
7.800670411522096e-09,0.0001641941634419391,"[8.689129833831941e-09, 1.4027638122992636e-07, 3.419674492084483e-05]",YAF_mop_angry.wav
2.4319776891742256e-09,5.948079105801571e-08,"[9.80435698070714e-10, 4.83930844078294e-09, 1.008062947836672e-11]",OAF_far_fear.wav
2.68772242154296e-09,8.492914244005052e-09,"[4.0352777683042917e-10, 3.616142788613523e-10, 2.1142391506382534e-12]",OAF_red_happy.wav
2.705504582728499e-09,9.727132361335421e-10,"[5.0839794278926375e-11, 6.518413728662299e-12, 5.785239424025279e-13]",OAF_ton_sad.wav
5.599346903776077e-09,1.100426453037695e-06,"[5.845586332502513e-09, 5.822343424849586e-08, 9.775213906153204e-08]",YAF_read_ps.wav
4.557296342529699e-09,1.4885527522669991e-06,"[1.839429318244057e-08, 3.4633751190095505e-07, 3.3912851091213577e-09]",YAF_mode_ps.wav
7.4164850273115715e-09,6.89128950001116e-08,"[1.3413132580057848e-09, 4.153745269014426e-09, 8.414788397294957e-09]",YAF_pole_neutral.wav
6.119741826693812e-09,1.2487179423938471e-06,"[1.1113370882652071e-08, 2.575972083999971e-08, 6.625368027028457e-08]",YAF_door_disgust.wav
7.743777900653124e-09,4.953731385178812e-07,"[2.1959625274691903e-09, 9.414273678703655e-09, 2.7858226330780113e-08]",YAF_gin_neutral.wav
3.256094308496306e-09,4.09660214573704e-07,"[1.7432681376652525e-08, 1.2306884184788655e-07, 1.0930622142071985e-10]",OAF_learn_angry.wav
6.837025083859117e-09,1.4915041015318253e-07,"[1.9836556583608687e-09, 5.160308994230877e-09, 1.3398156847363668e-08]",YAF_fail_neutral.wav
6.576782410891705e-09,0.00017891842210223072,"[3.197600494440315e-08, 4.2830038399983754e-07, 3.185956304747882e-05]",YAF_pearl_angry.wav
2.8755125343501846e-09,1.3792835552142727e-08,"[3.661006304806019e-10, 3.5920623342713687e-10, 6.6758085031495834e-12]",OAF_lid_happy.wav
2.7798202086743115e-09,6.896361148987438e-08,"[3.0961829018024204e-09, 3.135437574867938e-09, 2.375288085105115e-11]",OAF_vote_ps.wav
5.17095935824235e-09,3.5119666582352803e-06,"[2.1065624649652556e-08, 2.3374406984470984e-07, 3.660407072731415e-07]",YAF_youth_fear.wav
3.420096038610177e-09,1.6119287991642677e-07,"[7.723864626996897e-09, 1.4806640023660698e-08, 8.097820811337751e-11]",OAF_such_fear.wav
2.92095367765379e-09,9.143961054010406e-10,"[5.592992216029249e-11, 4.759291501436723e-11, 2.238720385387965e-12]",OAF_knock_sad.wav
8.038493072406685e-09,2.759662742557228e-07,"[2.5604777179271474e-09, 1.946545033554842e-08, 2.4869273204590598e-08]",YAF_mill_neutral.wav
5.113754896685518e-09,1.2202038636063167e-06,"[2.2109158447204654e-08, 1.2258995808021068e-09, 2.766331330995271e-08]",YAF_sure_sad.wav
7.076459295910639e-09,3.294740227713094e-06,"[1.2452302182921672e-08, 2.536261505281633e-07, 1.7690646922973568e-07]",YAF_merge_fear.wav
6.220435508690964e-09,2.3572716968380788e-07,"[3.5351403261077214e-09, 6.050608352611298e-10, 4.992906796295337e-09]",YAF_wash_sad.wav
7.261636075105069e-09,1.17890112287549e-06,"[1.5706370746728805e-08, 1.6190856371936274e-07, 2.0429335192785776e-08]",YAF_reach_ps.wav
2.9664634827000245e-09,3.097619708286342e-08,"[6.260879768434311e-10, 1.1443653492096482e-09, 1.1248150564861995e-11]",OAF_soup_fear.wav
3.309228040698155e-09,2.7516814123204936e-07,"[1.2445671609366866e-08, 2.983778559669736e-08, 4.674206740019873e-10]",OAF_limb_angry.wav
7.91239571416476e-09,2.1741422762297528e-07,"[4.840390597518868e-10, 3.2645475417245492e-09, 2.5556652326775623e-08]",YAF_note_disgust.wav
3.979371138671992e-09,2.994963592868541e-07,"[3.978631554192066e-09, 8.578850687626124e-10, 7.542092376606275e-09]",YAF_mop_sad.wav
2.5947362665243453e-09,3.531516518155292e-08,"[2.3990491383185414e-10, 2.27473338875312e-09, 9.541326637114132e-12]",OAF_name_fear.wav
2.925200961757971e-09,8.857804305892068e-07,"[3.6531624671086415e-08, 5.9472134754962386e-08, 7.102060431688274e-10]",OAF_keg_angry.wav
4.6367652382595675e-09,2.0653680323117987e-07,"[2.726381913554545e-09, 5.378897045107718e-10, 2.3709098939951465e-09]",YAF_mode_sad.wav
7.403861737749369e-09,0.00010819862633974286,"[2.532560769475344e-07, 6.746736366873048e-06, 7.69332776450074e-06]",YAF_dab_happy.wav
2.9645460220075637e-09,1.6134535869219947e-09,"[8.589218467977258e-11, 7.894445735745303e-11, 2.007996649962003e-12]",OAF_gun_neutral.wav
2.4367612968695658e-09,1.242592160350067e-08,"[6.811727469657585e-10, 4.872496962590817e-10, 1.4436811900789457e-11]",OAF_lore_happy.wav
7.721347163225411e-09,1.9543909096006985e-07,"[1.7244715693704505e-09, 3.399130747552911e-08, 4.93826061846667e-09]",YAF_mouse_neutral.wav
5.727495127012106e-09,3.516276666645188e-05,"[4.181601705341982e-07, 3.8136496640547297e-06, 2.401702241766578e-07]",YAF_death_happy.wav
2.604501814812294e-09,3.004540248440358e-09,"[8.029729208981049e-11, 3.9505459614290357e-11, 1.3312711025980512e-12]",OAF_late_sad.wav
5.612320193012747e-09,9.612488111097724e-07,"[3.8531413670575265e-09, 1.9775287817239385e-07, 3.510008870705159e-08]",YAF_luck_ps.wav
4.451266401892416e-09,9.364407885346597e-08,"[9.451388267652087e-10, 1.919514741059417e-10, 7.135016744112125e-10]",YAF_phone_sad.wav
3.831967614615839e-09,4.7557934509192084e-07,"[3.041215473117073e-08, 5.2497615778978453e-08, 6.312857908770444e-11]",OAF_wash_angry.wav
2.467815265929214e-09,2.808953267057801e-08,"[4.397558611656417e-10, 7.658721649275722e-10, 1.3263715520347049e-11]",OAF_lid_fear.wav
4.176496747439921e-09,1.0380819141954064e-06,"[6.06131502373661e-08, 1.0577995743947655e-07, 3.1675694905300616e-10]",OAF_thumb_angry.wav
3.6426827164572613e-09,2.5561201584109117e-07,"[1.773247573516282e-08, 3.688557475807962e-08, 1.198716077335665e-10]",OAF_mood_angry.wav
3.6975362615291016e-09,3.1192563723068474e-08,"[9.688659838417197e-10, 2.1296644144758006e-10, 5.7630373523279626e-11]",OAF_haze_disgust.wav
7.116876997817011e-09,4.020971336461148e-06,"[8.043784364250466e-09, 1.2916710458801704e-07, 2.7663909213380824e-07]",YAF_void_fear.wav
7.115227036460861e-09,3.0514034316753313e-05,"[1.6766364686057862e-07, 8.335978961673977e-06, 1.2361088751539532e-07]",YAF_fat_happy.wav
2.988042084023727e-09,1.4558207360096644e-09,"[8.404353625107171e-11, 7.2699895426906144e-12, 1.5414817886501557e-12]",OAF_search_sad.wav
3.92088048990161e-09,4.5703991162964037e-07,"[3.8539950351929825e-08, 7.311646150085006e-08, 8.760488508300292e-11]",OAF_void_angry.wav
9.506373203659324e-09,2.2276916915396703e-05,"[6.291220742922198e-08, 2.06118859896624e-06, 3.004897487957687e-07]",YAF_hash_happy.wav
3.6269358109247685e-09,4.101544624940512e-08,"[2.9431382407453267e-10, 4.265061188444019e-09, 5.513113044469829e-11]",OAF_time_ps.wav
6.420979315024312e-09,4.3690899733047204e-05,"[7.549712710697178e-08, 2.2643901144631506e-06, 1.9345202304600284e-06]",YAF_when_happy.wav
5.493689726754206e-09,3.1396422303268116e-06,"[2.0492448963873466e-08, 1.5421259618112947e-07, 1.374474535150653e-07]",YAF_room_fear.wav
7.183191129478784e-09,1.3703564257588945e-07,"[8.380190409893621e-10, 7.944058769015266e-09, 6.166224094564851e-09]",YAF_pearl_disgust.wav
2.816467179498773e-09,2.0373669829346285e-09,"[2.037771491281936e-10, 7.249871757720077e-11, 7.700803170352063e-13]",OAF_fall_ps.wav
6.7271608027672504e-09,8.186573508684116e-07,"[8.59825210358696e-09, 7.139887666126743e-08, 2.1421048508603417e-08]",YAF_juice_ps.wav
7.48525091064087e-09,0.00011064031783657037,"[2.9323077271183493e-07, 4.3689185998893575e-06, 6.71942941537988e-06]",YAF_rose_happy.wav
2.1661418471010156e-09,8.044616767631458e-10,"[4.2302834370991874e-11, 1.7449406428862698e-12, 1.0178071987900049e-12]",OAF_whip_sad.wav
7.199010592050802e-09,1.387458995210339e-06,"[1.0452850086104136e-08, 6.175551465603162e-08, 3.2711231097214293e-07]",YAF_perch_ps.wav
9.476087678943924e-09,9.712175092894346e-05,"[5.492176402375725e-09, 2.50432629067596e-07, 2.4503676232209605e-05]",YAF_turn_angry.wav
1.0333928094134234e-08,1.531916159806842e-07,"[4.572332878750563e-10, 3.993826670672174e-09, 8.471531930743143e-09]",YAF_search_disgust.wav
2.391525708613022e-09,7.555679711716097e-10,"[6.160408176927165e-11, 8.128413087864768e-12, 2.20004269759388e-13]",OAF_tape_sad.wav
3.589826724886286e-09,3.167432973413647e-08,"[7.397959066390394e-10, 2.536193933415145e-09, 1.486568767607557e-10]",OAF_which_ps.wav
3.259558345964968e-09,2.0543578393445043e-08,"[3.300207953684887e-09, 3.235886591265091e-10, 3.780977651397614e-11]",OAF_void_disgust.wav
3.4544521586899683e-09,2.1107304792273276e-08,"[7.317168617494379e-10, 4.2358796798654823e-10, 1.731729479640793e-11]",OAF_soap_happy.wav
2.48346114834603e-09,5.552664247370533e-10,"[2.8522037539313987e-11, 3.367703761262004e-11, 1.6174818714477227e-12]",OAF_wash_neutral.wav
2.606240255524622e-09,4.9771743417284916e-08,"[1.8782443469546987e-09, 2.2308976481633496e-09, 4.105854392903498e-11]",OAF_ditch_fear.wav
2.3816192873694948e-09,4.790654007116465e-10,"[2.222736570324071e-11, 2.911495402843492e-11, 4.0156262687050084e-13]",OAF_rough_neutral.wav
3.959870677928872e-09,1.0704815483050133e-06,"[4.4246591601930694e-08, 3.008683583435834e-07, 1.9337464239906714e-10]",OAF_perch_angry.wav
2.634650385641788e-09,2.620867026018006e-09,"[1.6753452964768166e-10, 4.646408261386882e-11, 7.650609730153196e-13]",OAF_talk_sad.wav
2.9953561357009774e-09,9.871445660985838e-08,"[2.5036027688139777e-09, 9.440334456403847e-09, 4.234076822062225e-11]",OAF_said_angry.wav
2.789953930899736e-09,8.871005080404861e-07,"[2.93332968953949e-08, 1.421881040419515e-07, 5.086644618731021e-10]",OAF_book_angry.wav
2.7304270616631833e-09,1.4722241168914055e-08,"[5.695319222279696e-10, 1.2876384397211016e-09, 1.78543177049049e-11]",OAF_boat_happy.wav
8.765095400539807e-09,2.1561405574193736e-07,"[2.16164275179087e-09, 4.978857675381603e-08, 5.085306474806314e-09]",YAF_merge_neutral.wav
5.898938738233676e-09,2.334625342990519e-06,"[1.7330240192781626e-08, 4.413123138580779e-08, 6.300555587828706e-07]",YAF_when_ps.wav
2.8262445240106433e-09,4.7483379230404344e-08,"[8.28201017690894e-10, 2.6819847899979543e-09, 7.74939192172879e-12]",OAF_numb_fear.wav
8.351298419458971e-09,0.0002250493159261852,"[4.779052898992372e-08, 3.452875733782384e-06, 4.6948973967426605e-05]",YAF_nag_angry.wav
2.1469003233795513e-09,6.281673400648092e-10,"[4.1393624912766984e-11, 1.2376113143509285e-12, 8.466778685896773e-13]",OAF_bean_sad.wav
2.445529766658597e-09,2.6911886938759246e-09,"[2.037824542397154e-10, 1.003466977198634e-11, 4.381383618362443e-13]",OAF_when_sad.wav
6.4348572160153e-09,1.2637340731390361e-06,"[5.294243700257674e-09, 2.1084569458218e-07, 1.0936761613152079e-07]",YAF_cab_ps.wav
2.757419932596376e-09,5.091548673980932e-08,"[1.2106059799055228e-09, 7.324492941803656e-09, 3.24128984675803e-12]",OAF_rat_fear.wav
3.992106947261717e-09,5.7824278971466e-07,"[1.9981799120524638e-08, 8.607792824930902e-08, 4.2422418453197076e-10]",OAF_get_angry.wav
6.839218602607019e-09,1.9811751795080576e-05,"[1.640906472373588e-08, 7.979303053151605e-08, 2.758123904317022e-06]",YAF_near_angry.wav
6.887163486122766e-09,0.0001630852908226334,"[3.811007229064327e-07, 1.0195447538689872e-05, 5.770328716780393e-06]",YAF_bath_happy.wav
2.720292496133985e-09,1.430143325013495e-06,"[5.7054534979327226e-08, 1.4983207482738768e-07, 3.1664877654628156e-10]",OAF_far_angry.wav
7.2351906610661375e-09,1.8395518381696395e-07,"[1.4201501468877048e-09, 1.446719078152676e-08, 1.4709035495187994e-08]",YAF_luck_neutral.wav
3.062388308980089e-09,7.866873983223326e-07,"[6.286297118362326e-08, 4.04577898327479e-08, 4.987896708611805e-10]",OAF_pool_angry.wav
4.608262494302646e-09,4.088307259926238e-07,"[4.7265286941748024e-09, 8.666575298234064e-10, 2.6803711143193176e-09]",YAF_vine_sad.wav
6.232687924846312e-09,5.744184561027103e-07,"[2.147840750108969e-09, 6.23645952900363e-08, 2.4213721974245846e-08]",YAF_bite_ps.wav
2.4531549920120846e-09,2.0374574744759035e-09,"[9.722124747564015e-11, 5.123889237368632e-12, 1.0719975338758735e-10]",OAF_king_sad.wav
8.033280870022867e-09,6.190107689086774e-05,"[9.046198850553965e-09, 6.486435937270144e-08, 3.3825004938406177e-06]",YAF_chain_angry.wav
7.639744209379087e-09,3.903288759341701e-07,"[1.4485977651851609e-09, 6.682883303965757e-09, 3.913477189100741e-08]",YAF_late_disgust.wav
8.462563934107826e-09,1.051895098732044e-06,"[4.997416081902169e-09, 4.611603187583136e-08, 8.194581966184566e-08]",YAF_far_neutral.wav
3.091395766900401e-09,5.421938011555497e-10,"[2.636162974606225e-11, 4.572853863756898e-12, 1.0681330340402823e-12]",OAF_lose_neutral.wav
6.110991121636878e-09,5.048522010037334e-07,"[1.1238935975392355e-09, 2.6530729033023073e-10, 1.1406031823317e-08]",YAF_shall_sad.wav
2.878094999158057e-09,1.1489317890055678e-07,"[1.411164373893167e-09, 2.3657987368467073e-08, 5.692443783775138e-11]",OAF_wash_fear.wav
