mean_pitch,std_pitch,mean_energy,std_energy,duration,speech_rate,silence_duration,voiced_duration,unvoiced_duration,pitch_variation,filename
577.8377,875.0008,5.859562,9.06006,1.92,0.06140914318525984,1.0015873015873016,0.905578231292517,1.0216780045351475,20003.805,YAF_gin_happy.wav
362.90085,587.2425,1.8316743,1.6612734,1.921360544217687,0.05718520095202679,1.0768707482993198,0.46439909297052157,1.4628571428571429,6361.031,YAF_sub_neutral.wav
556.0922,880.3879,0.21855162,0.2758522,2.658140589569161,0.09245784363278856,2.2668027210884354,0.34829931972789113,2.3219954648526078,7446.6074,OAF_mouse_sad.wav
621.1132,944.0658,0.28818107,0.45720512,2.266938775510204,0.08386857633357654,1.9254875283446713,0.37151927437641724,1.9040362811791383,18032.887,OAF_ripe_disgust.wav
707.918,1031.7125,0.43066862,0.6236647,2.380770975056689,0.056999796996388255,1.8980045351473922,1.2770975056689342,1.1145578231292517,76052.984,YAF_date_disgust.wav
666.68,737.864,3.504095,5.253039,1.6731972789115646,0.052870546709556564,0.8648979591836735,0.8591383219954648,0.8359183673469388,54507.582,YAF_hall_fear.wav
943.85815,1323.334,0.7833511,1.2968746,2.492562358276644,0.112865477143637,1.8408163265306123,0.5340589569160997,1.9736961451247166,42728.344,OAF_voice_disgust.wav
422.42188,714.7157,0.5074305,0.4485647,2.032380952380952,0.1567378164067232,1.4624489795918367,0.301859410430839,1.7414965986394557,5704.8867,YAF_laud_neutral.wav
724.4223,859.11884,7.15199,10.260507,2.1354195011337866,0.05633743700871385,0.9853968253968254,0.9752380952380952,1.1609977324263039,46717.734,YAF_numb_angry.wav
791.8831,885.433,6.7124557,9.002309,1.8082539682539682,0.052536743256894745,0.8456689342403628,1.0681179138321995,0.7430385487528345,87881.35,YAF_cause_fear.wav
475.17343,768.9568,1.9384722,2.7126822,2.36984126984127,0.08254022530767958,1.4067573696145124,1.4396371882086167,0.9520181405895691,20712.254,YAF_seize_angry.wav
465.2838,585.5614,0.86283904,1.0219783,2.321768707482993,0.07158431424547826,1.6602721088435375,0.8591383219954648,1.4628571428571429,55228.37,YAF_rag_disgust.wav
954.86444,1112.7666,2.6470964,4.931138,1.4598185941043085,0.04868645625744899,0.9214965986394558,0.44117913832199546,1.0216780045351475,35469.254,OAF_take_angry.wav
967.5235,1379.458,0.52448225,1.6167465,2.9170975056689343,0.07949552364162052,2.3303401360544216,0.626938775510204,2.2987755102040817,31430.43,OAF_page_sad.wav
237.463,208.55104,2.6686006,2.3528886,2.1206802721088436,0.06411004831783618,0.8734240362811792,0.37151927437641724,1.7647165532879818,9735.15,YAF_dime_sad.wav
862.4401,1210.519,0.547173,0.6202099,2.149160997732426,0.09490543993757043,1.5081179138321996,0.37151927437641724,1.787936507936508,27843.027,OAF_ripe_ps.wav
956.50757,1049.2853,3.4580867,5.266359,2.0471201814058957,0.04860607109956518,1.2268027210884354,1.3931972789115645,0.6733786848072563,99100.68,YAF_pick_angry.wav
812.7628,1135.2727,0.5121677,0.7405055,2.0563265306122447,0.14163523070326112,1.544625850340136,0.46439909297052157,1.6021768707482993,40299.22,OAF_take_ps.wav
698.8292,665.2934,1.5662658,1.879119,1.4909297052154196,0.052575353459860044,0.8734693877551021,0.25541950113378686,1.253877551020408,15011.375,OAF_calm_angry.wav
883.20044,1285.424,0.69438267,0.72301745,1.606893424036281,0.11942344252741027,1.0862585034013605,0.4179591836734694,1.207437641723356,31635.781,OAF_third_fear.wav
677.86115,1008.18115,0.23514923,0.2083531,2.0482993197278914,0.10593600950121705,1.6612244897959183,0.44117913832199546,1.6253968253968254,10573.425,OAF_fall_neutral.wav
708.90247,1084.1731,1.0729914,1.5890473,2.032380952380952,0.060673980599062115,1.2993197278911566,0.3250793650793651,1.7182766439909296,23013.758,OAF_pain_ps.wav
797.155,1059.5477,0.9117169,0.8263967,2.178548752834467,0.05701759703364434,1.4926530612244897,0.8591383219954648,1.3235374149659864,57016.945,YAF_shack_neutral.wav
1070.0919,1405.0884,0.557978,0.6915375,1.5886167800453515,0.05614218941836864,1.1151927437641724,0.3947392290249433,1.207437641723356,30360.273,OAF_yes_fear.wav
464.79022,406.86026,11.993266,17.586864,1.7885714285714285,0.055159849319772816,0.8369614512471655,0.905578231292517,0.905578231292517,29720.238,YAF_love_happy.wav
348.81216,321.615,0.7752035,1.0193323,2.646077097505669,0.10088679388563235,1.9109750566893424,0.9752380952380952,1.6718367346938776,33385.973,YAF_raise_disgust.wav
742.62195,1142.9501,0.61688673,1.0614053,2.163764172335601,0.07159793290267008,1.5695691609977325,0.34829931972789113,1.8343764172335602,12839.762,OAF_peg_happy.wav
400.80908,448.02963,8.07603,10.294842,2.204671201814059,0.06130932476742394,1.0892063492063493,0.9752380952380952,1.230657596371882,21463.59,YAF_gaze_happy.wav
690.67444,995.4647,8.016111,17.780838,1.7749659863945577,0.05017298397031151,0.9873922902494331,0.8823582766439909,0.905578231292517,34362.58,YAF_kite_happy.wav
1046.1814,1214.3977,0.7980373,1.4248346,2.3110657596371884,0.07882430773949463,1.6957369614512472,0.5340589569160997,1.787936507936508,46645.133,OAF_rush_disgust.wav
861.46204,1159.0692,0.5978956,0.58094853,1.869251700680272,0.04196962583743291,1.2723356009070295,0.37151927437641724,1.509297052154195,28358.652,OAF_turn_ps.wav
492.1166,926.25616,1.6732016,1.4863896,2.208027210884354,0.05260175168312234,1.0868480725623584,0.44117913832199546,1.787936507936508,16491.184,YAF_turn_sad.wav
1221.968,1426.1322,0.52843904,0.9901746,2.2068480725623583,0.0776920615106928,1.7535600907029478,0.7198185941043084,1.509297052154195,104327.64,OAF_sheep_disgust.wav
621.5195,817.7565,2.032176,2.8935988,2.1875736961451246,0.09500300036130427,1.214829931972789,0.905578231292517,1.3003174603174603,55534.195,YAF_came_ps.wav
968.2596,960.0973,2.1184285,2.8264396,1.3952380952380952,0.09041307949885209,0.7888435374149659,0.4179591836734694,0.9984580498866213,40794.19,OAF_chalk_angry.wav
312.6128,417.09937,0.4952012,0.47753975,1.9795918367346939,0.04852686193341813,1.4732426303854875,0.4179591836734694,1.5789569160997732,10894.204,YAF_dime_neutral.wav
1015.7811,1192.1383,2.5723562,3.0696695,1.7058049886621316,0.06537957586199405,0.9409977324263038,1.1609977324263039,0.5572789115646258,102617.05,YAF_should_fear.wav
661.84265,985.7613,6.8583426,10.213478,2.125759637188209,0.06347642277031235,1.0459410430839002,0.9520181405895691,1.18421768707483,20720.729,YAF_team_happy.wav
735.53296,1104.707,0.12950934,0.12926337,2.2309297052154196,0.05588616953919837,1.9998639455782312,0.25541950113378686,1.9969160997732427,18448.451,OAF_doll_neutral.wav
643.0682,1066.1819,0.7586336,0.6584398,1.6094784580498867,0.0878207717595019,1.0170521541950113,0.3947392290249433,1.230657596371882,12156.782,OAF_thin_fear.wav
752.75195,1042.5348,1.8265465,2.8424988,1.6016326530612246,0.05609055268756293,1.03578231292517,0.3947392290249433,1.207437641723356,29842.682,OAF_fit_angry.wav
866.57837,1263.1436,1.5478809,1.3336098,1.4464399092970521,0.05936998900861774,0.7292517006802721,0.23219954648526078,1.230657596371882,21834.703,OAF_lose_fear.wav
1039.0316,1302.6306,0.46968466,0.69099873,2.3699773242630386,0.07485787208652281,1.8500680272108843,0.9287981859410431,1.4628571428571429,37301.414,OAF_size_ps.wav
402.649,238.88306,1.9404736,1.6905165,1.9894784580498865,0.05009127372652569,1.0624489795918368,0.6501587301587302,1.3467573696145125,11710.196,YAF_bar_neutral.wav
762.2052,1146.4366,0.21981612,0.30822107,2.029160997732426,0.07961351376239499,1.72562358276644,0.5108390022675737,1.5325170068027212,21397.254,OAF_haze_happy.wav
632.0219,1002.21844,0.9056344,1.2235492,1.986077097505669,0.0478905087835098,1.366530612244898,0.16253968253968254,1.8343764172335602,14450.023,OAF_pole_fear.wav
853.1184,1184.7618,0.68237484,0.6724148,1.4254421768707484,0.03966040041182056,0.9754648526077098,0.3250793650793651,1.1145578231292517,36591.81,OAF_kick_fear.wav
624.56006,848.18274,7.1807604,9.036265,1.838548752834467,0.06848955069774862,0.8151927437641724,0.6733786848072563,1.18421768707483,21373.393,YAF_jar_happy.wav
625.0643,849.5029,7.832927,11.50075,2.03546485260771,0.0690069694032272,1.0016780045351474,0.9520181405895691,1.0913378684807256,46816.793,YAF_white_happy.wav
251.06491,403.11398,0.49723682,0.43500906,1.974965986394558,0.05743892043994068,1.435827664399093,0.44117913832199546,1.555736961451247,15510.266,YAF_love_neutral.wav
837.35297,1112.2955,0.46240276,0.3818547,1.7132426303854875,0.07289779996402244,1.2189569160997733,0.34829931972789113,1.3699773242630386,21373.053,OAF_nag_fear.wav
756.2471,1031.5311,1.6175174,1.6072514,2.17265306122449,0.06311076070705936,1.350702947845805,0.6501587301587302,1.5325170068027212,35046.945,YAF_rot_neutral.wav
826.7128,1219.563,2.2649918,2.9329681,2.3947392290249434,0.09688789159053604,1.1639002267573697,0.37151927437641724,2.043356009070295,30632.639,OAF_lose_ps.wav
855.2837,1266.4421,0.1180955,0.14747679,2.379591836734694,0.1448483199418513,2.1727437641723357,0.4876190476190476,1.9040362811791383,31488.865,OAF_check_sad.wav
737.6108,863.1494,2.1258256,2.6229205,2.157233560090703,0.08335892712911046,1.2545124716553289,1.0216780045351475,1.1377777777777778,59005.707,YAF_rag_ps.wav
894.2305,1239.6176,3.1664567,4.7367377,2.2823129251700682,0.11161912783002217,1.261859410430839,1.3931972789115645,0.905578231292517,50506.01,YAF_mouse_angry.wav
694.1215,1141.8792,0.3315088,0.68415564,2.7779591836734694,0.08574592020921924,2.2513378684807255,0.3947392290249433,2.391655328798186,14615.628,OAF_bite_sad.wav
290.3507,344.8528,1.9856209,1.94096,2.2989115646258504,0.09046445378414025,1.1352380952380952,0.44117913832199546,1.8808163265306121,14425.189,YAF_pad_sad.wav
189.03964,80.3562,0.24896564,0.19461405,1.7985034013605443,0.07335432393409004,1.4647619047619047,0.301859410430839,1.509297052154195,5387.3813,YAF_bean_neutral.wav
935.0404,1278.5328,0.2453497,0.3221967,2.4067573696145126,0.0743392866592344,1.980952380952381,0.4876190476190476,1.9272562358276644,43959.98,OAF_chat_sad.wav
888.15594,1207.0457,1.6136587,3.938783,1.831655328798186,0.1517420892449601,1.190294784580499,0.34829931972789113,1.486077097505669,48291.734,OAF_pike_ps.wav
679.7644,879.4147,0.40690234,0.81760937,2.25718820861678,0.08473549051041605,1.880952380952381,0.5108390022675737,1.7647165532879818,37297.664,OAF_pass_disgust.wav
826.15784,1204.8623,0.8659847,1.4099315,2.2043990929705215,0.10050155698438139,1.4824943310657597,0.6965986394557823,1.509297052154195,35145.81,OAF_thin_ps.wav
1093.8888,1434.2579,0.19602261,0.23716553,2.1454875283446713,0.08311379534090498,1.7961904761904761,0.603718820861678,1.555736961451247,43919.863,OAF_juice_neutral.wav
667.719,1003.16486,0.6736199,0.8617438,1.482766439909297,0.04710066854718264,0.9935600907029478,0.23219954648526078,1.253877551020408,17288.549,OAF_met_fear.wav
318.44308,453.73303,4.640163,5.5710363,2.2691156462585034,0.05031030999441772,1.0982766439909297,0.5340589569160997,1.7414965986394557,19643.06,YAF_kite_sad.wav
959.9453,1341.8641,0.41846323,0.5780628,2.542448979591837,0.06132245859025779,2.054557823129252,1.1609977324263039,1.3931972789115645,79591.33,YAF_ditch_disgust.wav
222.52629,96.99842,2.7616558,3.0067108,2.2189115646258504,0.0894374531938639,1.12140589569161,0.6501587301587302,1.5789569160997732,3545.8374,YAF_yes_sad.wav
685.20483,1064.7593,0.35687292,0.3925867,1.935374149659864,0.1650459608113475,1.4778684807256235,0.25541950113378686,1.6950566893424037,13384.88,OAF_read_happy.wav
507.4568,564.41815,4.925674,8.051347,2.005532879818594,0.07454761937556391,0.9863038548752835,0.905578231292517,1.1145578231292517,31845.564,YAF_whip_angry.wav
749.2541,1115.2761,1.2327384,1.2365978,1.3964172335600906,0.051264526073293785,0.867482993197279,0.2089795918367347,1.207437641723356,15747.819,OAF_dip_fear.wav
1047.1619,1193.9276,0.48394623,0.52595776,1.8289342403628117,0.09580745791411518,1.32843537414966,0.5340589569160997,1.3003174603174603,69048.93,OAF_hash_fear.wav
564.9203,648.62476,5.013453,5.9909177,1.7026303854875284,0.05770360393103537,0.8082539682539682,0.626938775510204,1.0913378684807256,39143.69,YAF_fail_fear.wav
610.99817,1012.84424,1.8810271,1.2937554,1.386938775510204,0.09171629913531633,0.5791383219954649,0.13931972789115646,1.253877551020408,9539.01,OAF_mood_fear.wav
328.80716,478.43436,2.2466762,4.67593,2.2188662131519274,0.07372136254847242,1.311201814058957,0.5340589569160997,1.6950566893424037,29537.209,YAF_pike_sad.wav
809.8994,1110.3453,1.1413805,1.4531333,1.7751927437641724,0.04450301358303464,1.157596371882086,0.37151927437641724,1.4164172335600906,34582.08,OAF_bath_fear.wav
509.17923,600.0868,3.3406403,4.5475097,2.1016780045351475,0.06720141718816307,1.1539229024943312,0.8591383219954648,1.253877551020408,30346.445,YAF_mop_angry.wav
834.22766,1133.2277,0.7574374,0.70210755,1.595736961451247,0.0749724438249465,1.0373242630385489,0.4179591836734694,1.18421768707483,20566.342,OAF_far_fear.wav
750.4801,1128.1774,0.3053591,0.363113,1.9202721088435375,0.15007808138918777,1.5198639455782312,0.3250793650793651,1.6021768707482993,15153.634,OAF_red_happy.wav
842.39923,1285.6957,0.13127564,0.18614808,2.6536961451247167,0.06149045652261214,2.386485260770975,0.44117913832199546,2.2291156462585033,28220.65,OAF_ton_sad.wav
506.11813,560.64075,1.2894231,1.6483618,1.7194104308390024,0.07226161333730412,1.0700680272108845,0.8591383219954648,0.8823582766439909,51825.47,YAF_read_ps.wav
773.93085,830.2168,2.3048718,4.2819176,2.153877551020408,0.08271823873934046,1.254875283446712,0.6965986394557823,1.4628571428571429,48658.74,YAF_mode_ps.wav
351.64954,272.83017,0.7568492,0.68683183,2.1429931972789116,0.05805843962194038,1.4751927437641723,0.37151927437641724,1.787936507936508,14957.184,YAF_pole_neutral.wav
444.05475,566.2695,1.4424025,2.6572988,2.448798185941043,0.05020969699253966,1.6770068027210885,0.6733786848072563,1.787936507936508,14496.786,YAF_door_disgust.wav
436.6502,768.35266,1.168,1.0249189,2.1142403628117914,0.05426582358916066,1.2337414965986395,0.8126984126984127,1.3235374149659864,33577.07,YAF_gin_neutral.wav
647.1928,767.4859,1.7101166,3.1264446,1.5158730158730158,0.05531308180382829,1.0035374149659864,0.2786394557823129,1.253877551020408,7898.73,OAF_learn_angry.wav
592.03735,767.2715,0.85190374,0.72631896,2.0918367346938775,0.050421525619716946,1.3822675736961452,0.4876190476190476,1.6253968253968254,22623.525,YAF_fail_neutral.wav
627.4163,761.1008,5.3877277,6.66065,2.06140589569161,0.0607173787588008,1.005034013605442,0.9520181405895691,1.1145578231292517,29440.959,YAF_pearl_angry.wav
602.3683,938.5821,0.3510615,0.40987065,2.013151927437642,0.0722521206864485,1.586984126984127,0.2786394557823129,1.7414965986394557,17248.984,OAF_lid_happy.wav
863.25586,1201.8428,0.9043359,1.3136437,2.3426757369614513,0.08181933947667065,1.559501133786848,0.301859410430839,2.043356009070295,34091.188,OAF_vote_ps.wav
357.6222,265.31003,3.4651341,4.053178,1.745079365079365,0.09532879815035958,0.8816326530612245,0.7662585034013606,0.9984580498866213,20251.453,YAF_youth_fear.wav
1394.0669,1516.3033,1.3145244,1.7636319,1.4682539682539681,0.060034130247782334,0.9193197278911565,0.4876190476190476,0.9984580498866213,75034.875,OAF_such_fear.wav
690.36786,1091.3805,0.215186,0.2137826,2.5342403628117913,0.0835488378328919,2.14140589569161,0.25541950113378686,2.2987755102040817,16030.469,OAF_knock_sad.wav
394.06412,560.0393,1.105905,0.9492149,2.101360544217687,0.052476069735931885,1.2636734693877552,0.3250793650793651,1.787936507936508,18447.945,YAF_mill_neutral.wav
514.8249,972.1246,3.956258,4.4127135,2.2534240362811793,0.08689735054094096,1.0491609977324263,0.603718820861678,1.6718367346938776,34876.438,YAF_sure_sad.wav
986.2935,1346.5409,2.7460158,2.6835558,1.884625850340136,0.0685482262286461,0.9779138321995465,0.7198185941043084,1.18421768707483,56480.707,YAF_merge_fear.wav
725.8942,1142.6133,1.5667237,1.8143718,2.4239002267573695,0.0970230103553849,1.3794557823129252,0.6965986394557823,1.7414965986394557,53031.996,YAF_wash_sad.wav
879.51465,1154.3696,1.758455,2.8373208,2.2342403628117915,0.08003911366770734,1.4448979591836735,0.905578231292517,1.3467573696145125,63796.777,YAF_reach_ps.wav
1320.1373,1584.9377,0.7451056,0.83360374,1.7912471655328799,0.09722494047803047,1.2087528344671201,0.5108390022675737,1.3003174603174603,45764.12,OAF_soup_fear.wav
704.85516,975.54443,1.8109913,1.9960707,1.6209977324263039,0.08956996455618103,0.9287981859410431,0.23219954648526078,1.3931972789115645,13588.722,OAF_limb_angry.wav
712.2215,1052.953,0.45950615,0.59700966,2.4937868480725625,0.06286257960951414,1.9661224489795919,0.8359183673469388,1.6718367346938776,39307.43,YAF_note_disgust.wav
281.3799,335.71277,1.7401555,1.9623538,2.3132426303854876,0.07296791947380228,1.3117460317460317,0.4179591836734694,1.9040362811791383,6254.804,YAF_mop_sad.wav
530.78033,842.785,0.93506646,0.77669454,1.5325623582766439,0.07359402402064583,0.8239909297052154,0.2089795918367347,1.3467573696145125,20270.807,OAF_name_fear.wav
723.97675,910.10144,1.6696379,3.3946702,1.4403628117913831,0.05776230788959783,0.96140589569161,0.3947392290249433,1.0681179138321995,23126.982,OAF_keg_angry.wav
346.8243,582.8482,1.881864,1.6134102,2.2444444444444445,0.08257174005379371,1.0824489795918368,0.44117913832199546,1.811156462585034,12118.996,YAF_mode_sad.wav
533.3854,519.06934,9.413739,11.693818,1.8183219954648526,0.051343876883275075,0.797687074829932,0.7662585034013606,1.0681179138321995,20526.197,YAF_dab_happy.wav
692.7273,1076.109,0.23052983,0.24101211,1.9702040816326531,0.05156286565313072,1.6114285714285714,0.2089795918367347,1.7647165532879818,21000.818,OAF_gun_neutral.wav
701.5981,997.0749,0.45734394,0.6004809,2.086848072562358,0.08970766025465046,1.6160090702947847,0.3250793650793651,1.7647165532879818,16791.084,OAF_lore_happy.wav
593.13477,860.4607,0.90704185,0.9036396,2.1439455782312926,0.07130951179086142,1.4413151927437642,0.5804988662131519,1.5789569160997732,15507.419,YAF_mouse_neutral.wav
362.04636,391.25357,8.323069,13.4147625,1.8082086167800453,0.04228802752849621,0.9025850340136055,0.8126984126984127,0.9984580498866213,16922.453,YAF_death_happy.wav
800.4031,1242.7926,0.22643828,0.25220692,2.390204081632653,0.10809268595927213,1.9774603174603174,0.34829931972789113,2.043356009070295,20498.865,OAF_late_sad.wav
789.6284,818.9358,1.3280274,1.6197587,1.954467120181406,0.06150380972551315,1.2724263038548753,0.9752380952380952,0.9984580498866213,67415.3,YAF_luck_ps.wav
327.2727,500.91968,1.1062655,1.0233727,2.2244444444444444,0.09103876569699981,1.2659863945578231,0.46439909297052157,1.7647165532879818,7633.756,YAF_phone_sad.wav
904.0192,990.0868,2.1041045,3.2300875,1.8024036281179139,0.0664846620609195,1.1143764172335602,0.37151927437641724,1.4396371882086167,34474.4,OAF_wash_angry.wav
511.84335,840.3264,0.6747616,0.60494584,1.5826303854875283,0.09593875016419336,1.0225850340136053,0.18575963718820862,1.4164172335600906,7651.7896,OAF_lid_fear.wav
768.4155,983.67584,2.6940448,4.65893,1.592562358276644,0.05512999388855436,0.9864399092970522,0.44117913832199546,1.1609977324263039,15691.281,OAF_thumb_angry.wav
659.0779,901.86163,2.013414,2.6026058,1.565170068027211,0.07417062519154659,0.8589115646258504,0.2089795918367347,1.3699773242630386,18203.564,OAF_mood_angry.wav
971.34656,1237.172,0.376731,0.8435686,2.35859410430839,0.08911662444766646,1.9874829931972788,0.6733786848072563,1.6950566893424037,42116.105,OAF_haze_disgust.wav
826.29504,993.0799,1.8910536,2.1748853,1.946530612244898,0.07429419793760188,1.1873469387755102,0.9752380952380952,0.9752380952380952,65766.695,YAF_void_fear.wav
864.55865,1118.0532,7.688232,11.591603,1.9648526077097506,0.06649699111574858,1.1714739229024944,0.9520181405895691,1.0216780045351475,63434.477,YAF_fat_happy.wav
1133.5457,1449.6117,0.19430159,0.2558875,2.4461224489795916,0.07124207598876978,2.07124716553288,0.6733786848072563,1.787936507936508,36002.984,OAF_search_sad.wav
695.9975,912.554,2.7845824,3.5714679,1.5442176870748299,0.055141139346523,0.8524716553287982,0.2089795918367347,1.3467573696145125,17978.168,OAF_void_angry.wav
1053.1735,1322.8369,4.9423566,6.0457063,1.9775510204081632,0.06379033815074134,1.0308843537414967,1.0913378684807256,0.905578231292517,76172.44,YAF_hash_happy.wav
870.1702,1235.6873,0.42127553,0.46533194,2.1741950113378685,0.042037553545333874,1.627981859410431,0.46439909297052157,1.7182766439909296,42892.027,OAF_time_ps.wav
374.4811,286.01822,5.983865,6.857176,1.946485260770975,0.06266139368949655,0.9447619047619048,0.8591383219954648,1.0913378684807256,15716.605,YAF_when_happy.wav
361.59106,266.88153,2.9045558,3.4708736,1.748344671201814,0.06140368745139335,0.8495238095238096,0.5572789115646258,1.207437641723356,27054.2,YAF_room_fear.wav
414.25174,265.11996,0.6908367,1.0732086,2.48281179138322,0.05471100120130198,1.8626303854875284,0.6501587301587302,1.8343764172335602,23333.066,YAF_pearl_disgust.wav
526.32886,614.9996,0.21725349,0.24700181,1.8369614512471655,0.07376325130402109,1.5569614512471655,0.3250793650793651,1.5325170068027212,4847.2866,OAF_fall_ps.wav
792.7981,1118.1792,1.461919,2.0181468,2.029931972789116,0.10316165521572318,1.2538321995464852,1.207437641723356,0.8359183673469388,42737.76,YAF_juice_ps.wav
459.87607,513.4051,8.499763,10.780775,2.027936507936508,0.08114094485067194,0.9964625850340136,0.9752380952380952,1.0681179138321995,14403.733,YAF_rose_happy.wav
683.80096,1114.973,0.25826594,0.2554565,2.4746938775510205,0.08993023390502747,1.9723809523809523,0.25541950113378686,2.2291156462585033,22022.469,OAF_whip_sad.wav
1013.8819,1269.4606,2.5813773,9.995202,2.145668934240363,0.06372768524183302,1.4957369614512472,1.230657596371882,0.9287981859410431,54888.84,YAF_perch_ps.wav
751.8799,1087.8457,2.7045498,4.0872407,2.223809523809524,0.05669317835813084,1.3811337868480726,1.2770975056689342,0.9520181405895691,67942.13,YAF_turn_angry.wav
838.29126,1190.5789,0.36490098,0.53138965,2.7803628117913832,0.08089127535952415,2.289251700680272,1.3235374149659864,1.4628571428571429,77639.07,YAF_search_disgust.wav
793.06586,1245.1255,0.14834306,0.21280058,2.6756462585034013,0.06073970373257648,2.4082539682539683,0.37151927437641724,2.3219954648526078,14333.151,OAF_tape_sad.wav
1030.5243,1312.3564,0.5292367,0.74670714,1.9848979591836735,0.06070195253781949,1.5183219954648526,0.44117913832199546,1.555736961451247,53536.707,OAF_which_ps.wav
730.6538,1075.6107,0.6507763,1.092129,2.235827664399093,0.07051219996232815,1.712108843537415,0.34829931972789113,1.9040362811791383,33916.96,OAF_void_disgust.wav
1268.6803,1546.4438,0.49530363,0.55975264,1.897641723356009,0.1589161342143912,1.4048072562358276,0.5804988662131519,1.3235374149659864,50827.473,OAF_soap_happy.wav
911.6115,1173.1791,0.14435367,0.11423717,1.9840362811791383,0.09486714417175283,1.763310657596372,0.3947392290249433,1.6021768707482993,20109.486,OAF_wash_neutral.wav
974.24646,1311.9814,0.7472509,1.1035202,1.803310657596372,0.04809740789375919,1.2984126984126985,0.3947392290249433,1.4164172335600906,25373.326,OAF_ditch_fear.wav
713.38983,1118.7418,0.1061286,0.1065,1.9995918367346939,0.09092409986198059,1.8580045351473924,0.37151927437641724,1.6486167800453515,11768.218,OAF_rough_neutral.wav
819.0128,1043.4601,3.0200958,4.7598166,1.6798639455782314,0.06233371167062843,1.0203174603174603,0.3250793650793651,1.3699773242630386,15160.253,OAF_perch_angry.wav
633.2977,1050.7656,0.2100363,0.32358164,2.631473922902494,0.08053727794359752,2.2665759637188208,0.37151927437641724,2.2755555555555556,18960.996,OAF_talk_sad.wav
812.83276,1120.0858,0.66047215,0.8059284,1.4669387755102041,0.056341355452779594,1.0608163265306123,0.5340589569160997,0.9520181405895691,28549.297,OAF_said_angry.wav
671.5713,773.4706,2.1741593,3.166545,1.5300680272108844,0.06405007859092982,0.9842630385487529,0.2786394557823129,1.253877551020408,9655.98,OAF_book_angry.wav
678.8483,1024.317,0.39682743,0.50790954,1.6310204081632653,0.04743776200588379,1.2287074829931972,0.18575963718820862,1.4628571428571429,22287.674,OAF_boat_happy.wav
776.3928,1156.2261,1.0328704,1.0214316,2.2541043083900227,0.06295286550378244,1.4718820861678004,0.5340589569160997,1.7414965986394557,47054.24,YAF_merge_neutral.wav
512.9558,520.09076,1.3734245,2.1524205,1.8817233560090703,0.07628738436157659,1.2099773242630385,0.8823582766439909,1.0216780045351475,41597.434,YAF_when_ps.wav
